timestamp,temperature,current,vibration,pressure
0,30.496714153011233,4.9723471397657635,2.1295377076201385,5.304605971281605
1,29.765846625276666,4.9531726086101635,2.3158425631014783,5.153486945830582
2,29.53052561406505,5.108512008717193,1.9073164614375075,4.906854049285949
3,30.241962271566035,4.61734395106844,1.6550164334973934,4.8875424941518055
4,28.987168879665575,5.062849466519054,1.8183951848957578,4.717539259732941
5,31.465648768921554,4.9548447399026925,2.0135056409375847,4.715050362757308
6,29.45561727547482,5.022184517941973,1.7698012845155393,5.075139603669134
7,29.399361310081193,4.941661250041345,1.8796586775541206,5.370455636901788
8,29.986502775262068,4.78845781420882,2.164508982420638,4.755831270005795
9,30.208863595004754,4.6080659752240445,1.7343627902203138,5.039372247173825
10,30.73846657999541,5.034273656237994,1.9768703435223518,4.939779260882142
11,28.521478009632574,4.856031158321058,1.9078722458080426,5.211424445243783
12,30.34361828956846,4.647391968927453,2.064816793878959,4.922983543916737
13,29.323077999694043,5.1223352577681736,2.20619990449919,5.18625602382324
14,29.16078247677736,4.938157524829757,2.0662526862807127,5.195109025424472
15,29.52082576215471,4.962868204667236,1.7787330051987944,4.760758675183866
16,30.8125258223942,5.271248005714164,1.9855979756839333,5.200706579578405
17,30.361636025047634,4.870976049078975,2.072279121101683,5.307607313293194
18,29.964173960890047,5.312928731162801,1.476050979182051,5.164380500875045
19,30.08704706823817,4.9401985299068265,2.0183521553071007,4.6024862170798215
20,29.780328112162486,5.071422514302349,2.2955788089483034,4.896345956345271
21,29.191506397106814,4.899648591283093,2.1830804235404146,5.065750221931937
22,29.47023979623296,5.102653486622671,2.0194155098696083,5.193728998106578
23,29.297946906122647,4.934467570680447,1.9215783693735684,4.707297010373576
24,30.296120277064578,5.052211054435978,2.001022691328492,4.953082573324971
25,28.584629257949587,4.915870935446928,1.931457096694646,4.839544546155676
26,29.83871428833399,5.0808101713629075,2.377237180242106,5.0349155625663675
27,30.257550390722763,4.985110816846767,1.6162457569401916,4.994697224910157
28,30.060230209941025,5.492648422497057,1.9615278070437756,5.0603094684667225
29,29.965288230294757,4.766264392476094,2.228564562903004,5.150386606537355
30,30.791031947043045,4.818122509041052,2.28055886218722,4.719629787441544
31,30.58685709380027,5.438091125161995,1.8018927349738623,4.886740454079446
32,30.09965136508764,4.89930486917676,1.6898673137867735,5.013712594961206
33,28.937696286273894,5.094718486127037,1.8161151531532393,5.309986881003508
34,29.216746707663763,4.935587696758865,2.162703443473934,4.753827136713209
35,30.22745993460413,5.261428550856485,1.6785033530877544,5.036926771706461
36,30.259882794248423,5.156364574355462,1.7526098578243836,4.7359086773831445
37,30.5219415656169,5.059396934646637,2.050098570069175,5.069289641899395
38,29.31997527842151,5.046450739432201,2.0586144946597362,4.857129716394726
39,31.865774511144757,5.0947665841823575,1.7617393005594701,5.131310721726766
40,29.025318329772677,5.15741692074849,2.231719115801481,4.835863536329658
41,30.96337612924432,5.0825561853873,2.164412031998898,5.379358596530789
42,29.75461188399713,4.849252767128502,1.8220971140748954,4.836837943006913
43,29.922898290585895,5.0682303949633285,2.055338159866004,5.165436649807205
44,30.013001891877906,5.290706815431463,1.9470686333524088,5.544033833317924
45,30.625667347765006,4.828568488716743,1.7858215003877775,5.096494483048637
46,29.77653721467415,5.142800098818419,2.094647524914709,4.985434217468625
47,29.153206281931595,4.6970305550628275,1.9106970095865958,5.171279758864695
48,30.214093744130203,4.750852244257603,2.0346361851702364,5.077063475945767
49,29.116142563798867,5.030745021189105,2.0116417436892,4.771405940433875
50,30.357787360348283,5.112156905273647,2.2166102486350554,5.210760410406981
51,28.62233063204291,4.812434992016976,2.1030070534417318,5.102757190182442
52,30.515047686306048,5.770546298130944,2.1141781021386334,5.22711312803612
53,30.954001763493203,5.13027825026116,1.9369461510719308,5.151793844098654
54,29.227174785462427,4.952636278651998,1.9029272904341794,5.016374827877264
55,32.31465856667351,4.62654696148165,2.1372520380749025,4.67745682576207
56,29.528068134210567,5.217790119393473,2.0128560038190924,4.784451044414139
57,29.284696290740033,5.135919549786935,1.8539266736565727,5.043291717916395
58,30.045571839903815,4.869679930478837,2.4287888178650654,5.126783804463602
59,27.97485741334239,5.037290862953886,1.8676427070463224,5.170486666959245
60,29.2074792615673,4.97705271170662,2.1009974557960915,5.173151038834025
61,28.799703592944223,4.933099752831811,1.9050109377678088,4.869334153485258
62,31.765454240281098,5.080996342192191,1.7478232091329908,5.183572389410955
63,32.122156197012636,5.206493052110229,1.6961260068091972,4.90315318542675
64,31.266911149186623,4.858466106876244,2.0887638856292456,5.1549268106858674
65,29.073069528421918,4.98809492878764,1.3517465319861854,4.795122471733142
66,29.74743184860684,4.7504433636070305,2.326482260786327,4.713971724407873
67,29.559955513303017,5.026148115457218,2.2882546578132232,4.712827569764112
68,31.163163752154958,5.002046612203918,1.8036982697904098,5.092420694852654
69,30.19905969557347,4.879956624568241,2.0139604169980037,4.922937280627648
70,30.11351734525125,5.132426134904209,2.3172033632290705,4.75243690023463
71,32.133033374656264,4.609582440095499,1.9696429809928833,5.117663441296916
72,30.280991867735032,4.875460096035881,1.958375549928545,4.901399813068234
73,29.41063524305579,5.169920419404205,2.0714030971930093,4.861418080947869
74,30.89959987543325,5.061459904175321,2.162572423767792,5.125925768384723
75,29.17100498907793,4.8879637919606065,2.1494587210246525,5.122074053086693
76,29.979098406035853,5.023465476661756,2.255532979157685,4.881685722232834
77,30.547097381170037,4.959561469513221,1.956463759354556,5.219755370397438
78,30.82541634898803,5.1627019272001275,2.261095761430866,5.004200768326552
79,30.681952971294965,4.937946648681309,2.0648332704976884,4.973971389126463
80,30.09699596499272,5.119031405087383,1.8363558633533055,5.418477455137092
81,28.993982618500297,4.757162277442454,2.2316221747000133,5.158332538792587
82,30.624119817052154,5.125669101852856,1.9975506454306171,4.820549125702834
83,30.075804558193727,4.864567657697577,2.19502394668355,4.970588523699572
84,29.17450280320749,4.935722831669401,2.082586290855125,4.887255089439205
85,29.177779604433567,5.048737442298383,2.0489933142217445,4.898611364925774
86,29.528961694381678,5.046409987471527,1.7103831317005351,4.718507245124689
87,29.281555778747563,4.957310569657631,2.062181513119601,5.29507124338991
88,30.857659623202018,4.968012294007314,1.9961967584194622,4.799494127072438
89,29.98148686400761,4.942268272215973,2.0645437120676178,4.834553811289536
90,30.51934651424117,5.306547782600515,1.9782479703086284,5.080342344419789
91,30.690143991711114,4.919755905622833,2.0448184963620832,5.002518480156359
92,30.09767609854883,4.845398043228907,2.0049020348517885,5.09959965824909
93,31.451143607795043,5.191854165217041,2.4306364915023115,4.84653048742239
94,30.87232063672068,5.03666840114767,2.4379605866435345,4.838340342928969
95,29.160278157819224,4.880121470911195,1.5752208551380387,4.894848995663848
96,29.240867338446304,5.030078757295241,2.068351195155432,5.375234167843177
97,30.95042383818605,4.884619268867519,1.8203170657303285,5.098383834301301
98,28.679766792979358,5.366291753170871,2.2358880241442574,4.906164869579059
99,28.286865470909124,5.2707744748330825,1.9770920309494764,5.247563262394692
100,28.405572341205634,4.880124995409245,2.0010487399436365,5.0093961187529485
101,29.549934528520755,5.1245699864695,1.7864759141234812,4.971524102995741
102,30.120295631711897,5.10288776681175,2.1423229756177777,4.775071581632426
103,28.465885829264376,5.255535364379702,2.066462802395918,4.85030269268869
104,31.551151975522522,5.023134926858572,2.235859436812765,5.013503696282021
105,32.06074792488199,5.3510681684886405,1.9502071703041852,5.194314190190871
106,30.645375949585148,5.273726311506469,1.807015307883979,5.137210291999688
107,31.05842448684959,4.648252102715377,1.763348297466845,4.59215356444798
108,29.730593165555444,5.143508451159192,2.3004714104192057,5.014818956083955
109,31.628615545571293,4.723979708357022,1.6593235121289691,4.988890460220676
110,30.384065448939307,4.993461050381182,1.5865115799920246,4.982175992097442
111,28.695530499495145,5.133934509766008,2.0733196492193695,4.812024042734529
112,29.486133082663308,4.788157295622209,1.9874641805453657,5.191028464100247
113,29.014273953664457,5.100809303103569,1.8939484763255119,4.841425433547531
114,29.892969640045443,4.792951535516125,1.8892701389305635,4.76042442148223
115,31.96472513291639,5.007052710394346,1.8600548984014829,5.042795982146845
116,29.88767195030917,4.955806080093355,2.122833340008685,5.151501542009461
117,29.46949885238947,4.884836351871064,1.9449896605696713,4.539615767052883
118,28.484808937801446,5.273374853488905,2.328993542700257,4.950192792088725
119,30.576556963055765,5.062250030908707,2.6157761616910475,5.2239149822869155
120,29.872082408519233,4.808891911879915,1.6787107359484854,5.040692727173445
121,29.243649254715695,4.715549258080465,1.8706854231514947,4.783690399277121
122,31.687141635072564,5.17632795138989,1.9984054717366766,5.295988827778006
123,30.077368307647617,4.827743159734347,2.3046248154539315,5.1077820087369314
124,28.962753845673543,4.961932264383278,1.8248763493230484,4.723440053807133
125,30.92617754753164,5.381883328094026,1.7202864852361717,5.112593847338114
126,29.34935743087817,4.902574923247061,1.8815212151522263,4.827201846064037
127,30.048521627944826,4.8338099767177924,2.054091365155968,4.989952378110172
128,29.76105195313359,4.818487267591681,1.8846457338863334,5.151078245165151
129,30.50091718762438,4.80448895104029,2.019866461085845,5.150277424674358
130,28.33059471887863,5.108672038475987,1.8674752482108308,5.114119733718632
131,29.236740843457483,4.6390235798670965,1.6744915124233675,5.009616989332277
132,30.25972250172148,4.819136674979118,2.127718491755475,4.667695987546208
133,29.933920201352684,4.757796760047508,1.869632778439568,5.009479734263283
134,29.139586634716046,4.923088891154035,2.201258561842888,4.88462162609537
135,30.835692112065143,4.7740586290684766,2.1059608355830566,5.28831372413158
136,27.52835549987271,4.840620948905904,2.115414425436108,4.9593909227914015
137,30.371145873371308,4.879202962656836,2.01731795749458,4.968864552921584
138,31.167782061659807,5.050884168660243,2.0675205324150405,4.917624606775506
139,29.512393775927507,4.913488362436076,2.0788904284756593,4.915803103835947
140,30.289774856896415,5.415080159729087,2.1742249406863383,4.934795293566432
141,31.201213922163944,4.9183849253956895,1.5923750929644291,4.798382737816519
142,28.129208078974145,4.929697303191738,2.00368367583791,5.335287462455057
143,30.326927373764164,4.956179894238227,2.1658811162366978,4.557772938198423
144,30.235614558108566,5.154173038777393,1.7042827508440317,5.228750808641386
145,30.338496407494414,4.91694241721984,2.126556373221257,5.454138571560879
146,30.181866255058495,5.049644117260067,1.9081278200919511,4.830031126107041
147,30.830335816544245,4.828783234818227,2.0143132474438783,4.904468510646977
148,30.478979825746393,5.06673242105739,2.20750798885158,4.897996720229051
149,29.73012506470663,4.804247256843539,1.9111413479847776,5.07546009860897
150,30.75698861664535,4.815566935164475,2.173921184021132,5.2711275717609904
151,30.413434903223703,5.3753591625116135,1.8452421601792854,4.751069059337716
152,28.22127975109572,5.299208862297837,2.1308731312708113,4.988883065817909
153,30.27996862631982,4.774902190540325,2.489150395923365,5.025844236395045
154,30.109394794604892,5.145153324779739,2.0962018463473426,5.044776804855826
155,29.209525544554687,5.0942936714272,2.376404899295007,5.269084009230996
156,31.593186626639397,4.897756864713763,1.802079035948284,4.97484261598007
157,30.055724912288696,5.21883830369419,1.6615070740570361,5.305910063892123
158,29.84199210142101,4.914623786010516,1.7975791249479665,4.669028665626846
159,30.823170583961915,5.014663593437681,1.7420078200517892,4.740984245587277
160,29.664215300709873,5.333804305057878,1.948081729727279,4.699371409376379
161,29.754256935914057,4.945455286050466,1.4606226714116857,4.989141026696438
162,29.76906546979132,5.139241272962684,2.369791218989069,5.225313005909552
163,29.73111130944517,4.778694818251666,2.514671960649972,5.011843686802898
164,30.013929291912945,4.995174982577999,2.039616952153571,4.9711279176152114
165,29.426337993119763,4.890628211751921,1.9934493459568003,4.891315045773247
166,29.287154217322836,5.021286045538379,1.949004556515829,5.300798597716538
167,27.34903019160699,5.218301370384492,2.249217038499526,4.5853219535183705
168,29.65731240591965,4.925711826800842,1.7184976610564358,4.844436662481825
169,28.889424154534172,5.3504540886847245,2.187135678629492,5.254311018998831
170,30.721672064043236,4.774189645756554,1.8950959467440454,5.097874912245584
171,28.777872191108056,5.142599686034478,1.951934920368373,4.92503583849008
172,30.71095996820349,5.088852662297208,1.927806766836184,5.23186596067285
173,28.918936672400104,5.1231871213888525,2.118620251593677,4.9380907121372015
174,30.326133022242118,4.749777284722939,2.1848054038413802,4.963019572711402
175,29.477276979480962,5.2098018451673775,1.8591312618914482,4.718307740727288
176,28.443370826476098,5.121201990269128,1.7439141295007434,5.350958836396873
177,27.91807059211628,5.339291273658008,2.0422034934405238,4.9806573776259215
178,29.45508091319105,5.079827222870414,1.9924730595150304,5.220660376403305
179,30.11422764866204,5.0300603522923755,1.9272775575572287,4.9886108752557865
180,30.30780176889206,4.657966321468675,1.7303629155788574,5.148652818804543
181,30.17086543812794,4.9632033327294645,2.0036867866130788,5.069516341072334
182,29.460240319690637,4.844339054919537,2.0391690510195364,4.804325444476993
183,30.40825275571447,4.659483279152432,2.2058311274651285,5.094519496482609
184,30.256029734313877,5.196538196789103,2.333094888892515,5.202874013003626
185,28.159125768668353,4.7440846066528595,1.8750362844608643,5.005218210042167
186,30.51765902046912,4.8548512373693065,2.0373533528954155,4.848923413529335
187,29.388482197008052,4.718667780630356,1.8153533507778192,4.729663078876733
188,29.024126747022667,5.210728359321568,1.8101202222336115,5.526476412967478
189,30.49331790088089,5.036967224738975,1.8283284439637573,5.140061975881799
190,29.424362173762226,5.024401962929073,2.512016907653759,4.98078802005507
191,31.149273326285677,4.859364714974823,1.9930023019006076,5.354160127127102
192,29.373032942212234,5.362489711599386,2.1415503870910952,4.887506644821147
193,30.63240773905552,5.194510889925346,2.1243619924434394,4.685955056021909
194,29.27286282417513,4.950496272889699,1.9851133141799908,5.124134419510136
195,30.177701000933254,4.73293112825798,2.0760395702011927,5.1221171490567645
196,30.55979044793104,5.216156145110924,2.166784430909781,5.091836015845687
197,29.929834288541354,4.667807813296802,2.085923643826517,5.041537537432622
198,30.271578837195374,4.744650284835938,1.7837886919183474,5.210630570666581
199,29.960444846143346,5.136300139474525,2.005663675226092,5.005951227899149
200,30.938283805976,4.896791054356525,2.019224155388197,4.907544942258991
201,29.565503772567684,4.9381655753062725,2.0444267543267425,4.904250275667304
202,31.25575612557352,4.821078539556099,1.9626256711677281,4.912053788345165
203,31.446977884353732,5.039310955302315,2.2063689078937267,4.702887925392606
204,30.26705026586926,5.177926159124687,2.016456797855085,5.213096075013071
205,29.482711549899626,5.281869488037116,2.45977962472385,4.927432287912068
206,29.554497478599227,5.29067689542354,2.3159144291461424,4.895427994569347
207,29.579813182904143,4.943643078227899,1.7311098977931445,4.81626961070316
208,28.99585923324793,4.846440486979175,1.9930630225226438,5.046842946507304
209,31.550500492814077,4.800329191852242,2.196864479695317,4.957202231154898
210,29.950536290347568,5.134963898433321,1.7754555956875402,5.07648194923681
211,30.166452208213055,5.09849025280163,2.0578337287815636,5.491060027982179
212,29.362260015748685,4.893800608999636,1.875371894715047,4.888904576167949
213,29.362612872693482,5.23780330622151,2.284100849597971,4.885850741250104
214,29.16764442689577,5.094283111277281,1.8895553911438057,5.126586363551102
215,30.2029230208513,4.696851177000553,2.3095010402660123,5.359175534619104
216,29.387211309515614,4.922459688012803,2.057173078144981,5.066891357997405
217,30.65854427267283,5.40204090775327,1.96461055450119,4.840340551092309
218,28.620680771985473,4.853813992011617,1.9933746054252406,5.3589115727035574
219,29.482388700963828,5.04475759032778,1.9967154207854496,5.237678654689617
220,32.526932425873625,4.893826245415936,1.9021121114963555,5.208832175413814
221,30.681891489626313,5.3693414651472064,2.1167856370651927,4.928141581842588
222,30.59065483069231,5.221740716116582,2.164096436239473,5.10145480622146
223,31.066674689589153,5.233859118089135,2.2764317982075055,5.129741977517929
224,29.832881919683146,5.029342737286664,2.2413017933016715,4.836612865802553
225,30.3686733088729,4.921332237534528,2.0057489645869633,5.255690372521459
226,30.191099068019902,5.00928730963123,1.7280287718040162,5.149250713205444
227,30.645484181141075,5.432650944661092,1.9384443530093998,5.043830065532788
228,30.249383683710754,5.315490655952695,1.9809408935226096,5.0558043051540675
229,30.60789650971654,5.037321824631271,1.9107132770898942,5.0388179985796615
230,31.07363174985977,4.794696940117788,2.0265939348293753,4.859975837012166
231,31.195046628924842,4.695362619043245,1.8882156305456823,5.075442375012904
232,31.56552402923434,4.9868499477854025,1.8889600946613603,5.376231413888118
233,28.551986099583758,4.560238808675984,2.0880028900106664,4.899589155129478
234,28.978767182869287,5.141671289459871,2.0487601427542397,4.887184273852655
235,28.719695601329107,5.174491465656029,2.130040235591732,4.980164827244123
236,31.846636996047664,4.78598304673477,1.6948949658150523,4.861618386023751
237,29.954413983644503,5.0486678898645385,1.951752788428734,5.070411079302859
238,28.748460575809556,5.288752920814652,1.9835697643214862,5.2234591663176255
239,30.342725346377705,5.091350643830757,2.1139534560464406,5.089541712003463
240,30.642722759867542,5.265830506026486,2.0393042339402943,5.141800751517702
241,29.910264305712772,5.2880234430898945,1.864721539588146,5.360188086582163
242,29.959842049355657,4.713844979576391,2.025620882982158,4.8637896685050235
243,30.840643548988723,4.869475204139522,1.910763313357044,4.622091853810894
244,29.547693680750925,4.515224134674209,1.6832194353028553,5.152082931228859
245,30.785800158650833,5.085091512356993,1.8066047713741573,4.990457728771604
246,29.99639746090943,4.768327062161491,2.3006796603534303,5.175472458115134
247,29.779035826170336,5.0053771677989065,2.0416765615895107,4.591653026315142
248,29.752822617479403,4.86360315040044,1.7996759980210169,4.943779941422809
249,31.79768652684952,5.128168572253402,1.8857642020434406,5.114516556271232
250,31.399355436586003,5.184926736582554,2.011926073984035,4.870612644458885
251,30.69822331361359,5.07869707708435,2.1790386440055465,5.127034360336394
252,31.049552715319336,4.8929529576878865,2.263478813126865,5.03951992093848
253,32.075260872625265,4.862162436382087,2.34719276063305,5.039582156692529
254,29.34858199638555,4.903222833189136,1.935930538361136,5.084833189280383
255,30.5228354880355,4.885259999212284,1.9951290815478033,5.428454071722372
256,31.727543170100713,5.0872647339348065,2.00760069563364,5.024006265343652
257,30.613517972730417,4.795441486960319,1.948524692515331,4.666283185224482
258,30.399223122605278,5.129439187940548,1.9033627075401252,5.314797352658006
259,28.774234336997658,4.707125023958036,2.0448903637119944,5.209419660522431
260,31.683927691457868,4.908223147426212,2.215736166686259,4.992298306099858
261,29.82737270005918,5.176731987497335,2.130464575682684,4.68472156860315
262,31.476540349725894,5.27601827082949,1.874887459698094,5.079160706687482
263,30.49403018628274,5.052134753164782,1.8899389692309159,4.86567532641239
264,29.974445929008553,5.234545803851873,2.1087200309188865,4.9258771335827785
265,30.771698710648344,4.430291475873985,2.2297531400744206,4.65205724424438
266,29.637559058596867,4.776066021074771,1.7410637048558188,5.232165357475704
267,29.53229879868811,5.069300776346143,1.9906158842241632,5.095408165444624
268,30.076821891060256,4.743401555162286,2.199253363889428,4.901248683367737
269,28.44341810134025,4.914376967806818,2.3001519581268624,5.1700443484226986
270,29.65134786559214,4.930148459136314,1.9356729897565235,5.4153495967121685
271,30.381935452231552,5.086008329438214,2.2060566908063683,5.047757831805303
272,29.740957854179296,4.960730030183004,1.9856797481171873,4.992555552698032
273,30.72762954363698,5.01038917716146,2.1465280154431157,4.983856683978283
